"epcc_name","epcc_code","icd_9","icd_9_additional","icd_10","icd_10_additional","sts_name","section_name","section_seq"
"Neurological complication after cardiac procedure,","15.82.50","997.0",,"G97.9",,"Other postoperative complication","Renal, gastrointestinal and neurological complications",15
"Postprocedural new onset seizures,","15.82.67","345.9","997.0","G40.9","Y83.8","Postoperative new onset seizures","Renal, gastrointestinal and neurological complications",16
"Postprocedural generalised seizures,","15.82.51","345.1","997.0","G40.3","Y83.8","Postoperative new onset seizures","Renal, gastrointestinal and neurological complications",17
"Postprocedural temporary neurological impairment,","15.82.53","997.0",,"G97.8",,"Postoperative neurological deficit - transient","Renal, gastrointestinal and neurological complications",18
"Postprocedural permanent neurological impairment,","15.82.57","997.0",,"G97.8",,"Postoperative neurological deficit persisting at discharge","Renal, gastrointestinal and neurological complications",19
"Postprocedural neurological impairment persisting at discharge,","15.82.68","997.0",,"G97.8",,"Postoperative neurological deficit persisting at discharge","Renal, gastrointestinal and neurological complications",20
"Postprocedural brain death,","15.82.64","997.0",,"G97.8",,"Other postoperative complication","Renal, gastrointestinal and neurological complications",21
"Postprocedural cerebral abscess,","15.82.66","324.0","997.0","G06.0","Y83.8","Other postoperative complication","Renal, gastrointestinal and neurological complications",22
"Postprocedural cerebral abnormality on imaging,","15.82.81","997.0","793","G97.8","R90.8","Other postoperative complication","Renal, gastrointestinal and neurological complications",23
"Brain abscess,","14.03.40","324.0",,"G06.0",,,"Renal, gastrointestinal and neurological complications",24
"Wound and pericardial complications",,,,,,,"Wound and pericardial complications",1
"Median sternotomy complication,","15.03.00","998.9",,"T81.9",,"Other postoperative complication","Wound and pericardial complications",2
"Infection of median sternotomy wound,","15.03.03","998.5",,"T81.4",,"Other postoperative complication","Wound and pericardial complications",3
"Keloid-hypertrophic scar of median sternotomy wound,","15.03.15","701.4",,"L91.0",,"Other postoperative complication","Wound and pericardial complications",4
"Dehiscence of median sternotomy wound,","15.03.08","998.3",,"T81.3",,"Sternal dehiscence","Wound and pericardial complications",5
"Lateral thoracotomy complication,","15.03.30","998.9",,"T81.9",,"Other postoperative complication","Wound and pericardial complications",6
"Infection of lateral thoracotomy wound,","15.03.32","998.5",,"T81.4",,"Other postoperative complication","Wound and pericardial complications",7
"Wound related complication,","15.67.38","998.9",,"T81.9",,"Other postoperative complication","Wound and pericardial complications",8
"Wound dehiscence,","15.03.51","998.3",,"T81.3",,"Wound dehiscence","Wound and pericardial complications",9
"Wound infection,","15.03.50","998.9",,"T81.4",,"Wound infection","Wound and pericardial complications",10
"Wound infection requiring surgical intervention,","15.67.41","998.9",,"T81.4",,"Wound infection","Wound and pericardial complications",11
"Mediastinitis,","15.03.52","519.2",,"J98.5",,"Mediastinitis","Wound and pericardial complications",12
"Postpericardiotomy syndrome,","10.08.11","429.4",,"I97.0",,"Pericardial effusion","Wound and pericardial complications",13
"Pericardial effusion requiring drainage,","15.83.00","423.9",,"I31.3",,"Pericardial effusion requiring drainage","Wound and pericardial complications",14
"Cardiac tamponade,","10.08.13","423.9",,"I31.9",,"Pericardial effusion requiring drainage","Wound and pericardial complications",15
"Catheterisation and support device complications",,,,,,,"Catheterisation and support device complications",1
"Cardiac catheterisation complication,","15.50.00","998.9","E879.0","T81.9","Y84.0","Other postoperative complication","Catheterisation and support device complications",2
"Intramyocardial injection of contrast medium,","15.50.01","E870.6",,"Y60.5",,"Other postoperative complication","Catheterisation and support device complications",3
"Lost pulse after cardiac catheterisation,","15.50.11","997.2","E879.0","T81.7","Y84.0","Other postoperative complication","Catheterisation and support device complications",4
"Postprocedural femoral arterial complication,","15.24.20","997.2",,"I97.8",,"Peripheral vascular, Other","Catheterisation and support device complications",5
"Perforation of cardiac chamber-vessel during cardiac catheterisation,","15.50.03","998.2","E870.6","T81.2","Y60.5","Other postoperative complication","Catheterisation and support device complications",6
"Equipment problem during cardiac catheterisation,","15.50.30","996.1","E874.5","T82.5",,"Other postoperative complication","Catheterisation and support device complications",7
"Embolisation of catheter introduced device,","15.50.37","996.7","E871.6","T82.8",,"Other postoperative complication","Catheterisation and support device complications",8
"Complication involving device implantation,","15.50.60","996.1","E874.5","T82.5",,"Other postoperative complication","Catheterisation and support device complications",9
"Complication involving stent,","15.50.70","996.7","E874.5","T82.8",,"Other postoperative complication","Catheterisation and support device complications",10
"Failed attempt to implant coil-device during transcatheter intervention,","15.50.40","E874.5",,"T82.8",,"Other postoperative complication","Catheterisation and support device complications",11
"Intraaortic balloon pump (IABP) complication,","15.57.21","996.1",,"T82.9",,"Other postoperative complication","Catheterisation and support device complications",12
"Extracorporeal Membrane Oxygenation (ECMO) circuit complication,","15.57.02","996.1",,"T82.9",,"Other postoperative complication","Catheterisation and support device complications",13
"Ventricular assist device complication,","15.57.03","996.1",,"T82.9",,"Other postoperative complication","Catheterisation and support device complications",14
"Fetal Specific Short List Codes",,,,,,,"Fetal Specific Short List Codes",1
"Fetal abnormality,","14.10.01","655.9",,"O35.9",,,"Fetal Specific Short List Codes",2
"Increased nuchal thickness,","14.10.12","655.9",,"O28.3",,,"Fetal Specific Short List Codes",3
"Intrauterine growth restriction (retardation),","14.10.34","764.9",,"P05.9",,,"Fetal Specific Short List Codes",4
"Fetal fluid retention,","14.12.20","778.5",,"P83.3",,,"Fetal Specific Short List Codes",5
"Fetal hydrops,","14.10.02","778.0",,"P83.2",,,"Fetal Specific Short List Codes",6
"Fetal heart failure,","14.10.98","655.9",,"O28.3",,,"Fetal Specific Short List Codes",7
"Fetal heart failure due to extracardiac disease,","14.10.99","655.9",,"O28.3",,,"Fetal Specific Short List Codes",8
"Twin-to-twin transfusion syndrome,","14.10.11","762.3",,"P02.3",,,"Fetal Specific Short List Codes",9
"Fetal arrhythmia,","14.10.06","768.2",,"O35.8",,,"Fetal Specific Short List Codes",10
"Fetal cardiomegaly,","14.10.95","655.9",,"O28.3",,,"Fetal Specific Short List Codes",11
"Abnormal fetal Cardiovascular Profile Score (Huhta),","14.13.52","655.9",,"O28.3",,,"Fetal Specific Short List Codes",12
"Fetal infection,","14.05.41","771.8",,"P39.9",,,"Fetal Specific Short List Codes",13
"Fetal cardiac abnormality not detected,","14.10.00",,,,,,"Fetal Specific Short List Codes",14
"Fetal echocardiographic examination,","13.01.01",,,,,,"Fetal Specific Short List Codes",15
"Satisfactory fetal cardiac images,","13.01.89",,,,,,"Fetal Specific Short List Codes",16
"Inadequate fetal cardiac images,","13.01.90",,,,,,"Fetal Specific Short List Codes",17
"Transabdominal fetal echocardiographic examination,","13.01.25",,,,,,"Fetal Specific Short List Codes",18
"Transvaginal fetal echocardiographic examination,","13.01.26",,,,,,"Fetal Specific Short List Codes",19
"Fetal echocardiographic abnormality,","14.10.25","655.9",,"O28.3",,,"Fetal Specific Short List Codes",20
"Fetal structural heart abnormality,","14.10.60","655.9",,"O28.3",,,"Fetal Specific Short List Codes",21
"Fetal echogenic focus ('golf ball'),","14.10.08","655.9",,"O28.3",,,"Fetal Specific Short List Codes",22
"Fetal venous Doppler flow(s) abnormal for gestational age,","14.10.26","655.9",,"O28.3",,,"Fetal Specific Short List Codes",23
"Fetal unexplained right heart dominance,","14.10.07","655.9",,"O28.3",,,"Fetal Specific Short List Codes",24
"Fetal unexplained left heart dominance,","14.10.45","655.9",,"O28.3",,,"Fetal Specific Short List Codes",25
"Fetal abnormal 4 chamber view,","14.10.52","655.9",,"O28.3",,,"Fetal Specific Short List Codes",26
"Fetal abnormal great arterial view,","14.10.53","655.9",,"O28.3",,,"Fetal Specific Short List Codes",27
"Fetal arterial Doppler flow(s) abnormal for gestational age,","14.11.40","655.9",,"O28.3",,,"Fetal Specific Short List Codes",28
"Fetal aortic arch flow abnormal for gestational age,","14.11.41","655.9",,"O28.3",,,"Fetal Specific Short List Codes",29
"Fetal reversal of aortic arch blood flow for gestational age,","14.11.42","655.9",,"O28.3",,,"Fetal Specific Short List Codes",30
"Fetal ductal arch flow abnormal for gestational age,","14.11.43","655.9",,"O28.3",,,"Fetal Specific Short List Codes",31
"Fetal reversal of ductal arch blood flow for gestational age,","14.11.44","655.9",,"O28.3",,,"Fetal Specific Short List Codes",32
"Fetal failure of right ventricular growth,","14.10.90","655.9",,"O28.3",,,"Fetal Specific Short List Codes",33
"Fetal progression of right ventricular outflow tract obstruction,","14.10.27","655.9",,"O28.3",,,"Fetal Specific Short List Codes",34
"Fetal failure of left ventricular growth,","14.10.91","655.9",,"O28.3",,,"Fetal Specific Short List Codes",35
"Fetal progression of left ventricular outflow tract obstruction,","14.10.28","655.9",,"O28.3",,,"Fetal Specific Short List Codes",36
"Fetal heart muscle abnormality,","14.11.80","425.4",,"I42.9",,,"Fetal Specific Short List Codes",37
"Fetal cardiomyopathy,","14.11.81","425.4",,"I42.9",,,"Fetal Specific Short List Codes",38
"Fetal ventricular dysfunction,","14.11.87","429.8",,"I51.8",,,"Fetal Specific Short List Codes",39
"Fetal outcomes",,,,,,,"Fetal outcomes",1
"Spontaneous abortion-miscarriage (under 24 wks),","14.10.35","761.8",,"P01.8",,,"Fetal outcomes",2
"Stillbirth (over 24 wks),","14.10.36","779.9",,"P95",,,"Fetal outcomes",3
"Termination of pregnancy procedure,","14.10.37","635",,"O04",,"Miscellaneous procedure, Other","Fetal outcomes",4
"Terminated pregnancy (with respect to fetus),","14.10.38","779.6",,"P96.4",,,"Fetal outcomes",5
"In utero death,","14.10.18","779.9",,"O36.4",,,"Fetal outcomes",6
"Liveborn,","14.10.72",,,,,,"Fetal outcomes",7
"Selective feticide in multiple pregnancy,","14.10.73","779.6",,"P96.4",,"Miscellaneous procedure, Other","Fetal outcomes",8
"Fetal interventions",,,,,,,"Fetal interventions",1
"Fetal procedure,","12.45.90",,,,,"Miscellaneous procedure, Other","Fetal interventions",2
"Division of placental communicating vessels in twin-to-twin transfusion syndrome by laser coagulation,","12.45.91",,,,,"Miscellaneous procedure, Other","Fetal interventions",3
"Fetal transluminal catheter procedure,","12.45.70",,,,,"Cardiac procedure, Other","Fetal interventions",4
"Fetal balloon pulmonary valvotomy,","12.45.71",,,,,"Balloon dilation","Fetal interventions",5
"Fetal balloon aortic valvotomy,","12.45.73",,,,,"Balloon dilation","Fetal interventions",6
"Fetal pericardiocentesis: transcatheter,","12.45.75",,,,,"Pericardial drainage procedure","Fetal interventions",7
"Fetal balloon atrial septostomy,","12.45.76",,,,,"Balloon dilation","Fetal interventions",8
"Fetal intervention complications",,,,,,,"Fetal intervention complications",1
"Fetal intervention complication,","15.50.80",,,,,"Other postoperative complication","Fetal intervention complications",2
"Preterm delivery immediately following fetal intervention,","15.50.81",,,,,"Other postoperative complication","Fetal intervention complications",3
"Failed fetal procedure,","15.50.83",,,,,"Other postoperative complication","Fetal intervention complications",4
"Fetal death following fetal cardiac procedure,","15.50.86",,,,,"Other postoperative complication","Fetal intervention complications",5
