"icd10_code","icd10_name","icd10am_code","icd10am_name","file_seq","icd10_seq","icd10_max"
"V14.1","Pedal cyclist injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident","V14.1","Pedal cyclist injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident",14270,1,1
"V14.2","Pedal cyclist injured in collision with heavy transport vehicle or bus : unspecified pedal cyclist injured in nontraffic accident","V14.2","Pedal cyclist injured in collision with heavy transport vehicle or bus, unspecified pedal cyclist, nontraffic accident",14271,1,1
"V14.3","Pedal cyclist injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting","V14.3","Pedal cyclist injured in collision with heavy transport vehicle or bus, while boarding or alighting",14272,1,1
"V14.4","Pedal cyclist injured in collision with heavy transport vehicle or bus : driver injured in traffic accident","V14.4","Pedal cyclist injured in collision with heavy transport vehicle or bus, driver, traffic accident",14273,1,1
"V14.5","Pedal cyclist injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident","V14.5","Pedal cyclist injured in collision with heavy transport vehicle or bus, passenger, traffic accident",14274,1,1
"V14.9","Pedal cyclist injured in collision with heavy transport vehicle or bus : unspecified pedal cyclist injured in traffic accident","V14.9","Pedal cyclist injured in collision with heavy transport vehicle or bus, unspecified pedal cyclist, traffic accident",14275,1,1
"V15.0","Pedal cyclist injured in collision with railway train or railway vehicle : driver injured in nontraffic accident","V15.0","Pedal cyclist injured in collision with railway train or railway vehicle, driver, nontraffic accident",14276,1,1
"V15.1","Pedal cyclist injured in collision with railway train or railway vehicle : passenger injured in nontraffic accident","V15.1","Pedal cyclist injured in collision with railway train or railway vehicle, passenger, nontraffic accident",14277,1,1
"V15.2","Pedal cyclist injured in collision with railway train or railway vehicle : unspecified pedal cyclist injured in nontraffic accident","V15.2","Pedal cyclist injured in collision with railway train or railway vehicle, unspecified pedal cyclist, nontraffic accident",14278,1,1
"V15.3","Pedal cyclist injured in collision with railway train or railway vehicle : person injured while boarding or alighting","V15.3","Pedal cyclist injured in collision with railway train or railway vehicle, while boarding or alighting",14279,1,1
"V15.4","Pedal cyclist injured in collision with railway train or railway vehicle : driver injured in traffic accident","V15.4","Pedal cyclist injured in collision with railway train or railway vehicle, driver, traffic accident",14280,1,1
"V15.5","Pedal cyclist injured in collision with railway train or railway vehicle : passenger injured in traffic accident","V15.5","Pedal cyclist injured in collision with railway train or railway vehicle, passenger, traffic accident",14281,1,1
"V15.9","Pedal cyclist injured in collision with railway train or railway vehicle : unspecified pedal cyclist injured in traffic accident","V15.9","Pedal cyclist injured in collision with railway train or railway vehicle, unspecified pedal cyclist, traffic accident",14282,1,1
"V16.0","Pedal cyclist injured in collision with other nonmotor vehicle : driver injured in nontraffic accident","V16.0","Pedal cyclist injured in collision with other nonmotor vehicle, driver, nontraffic accident",14283,1,1
"V16.1","Pedal cyclist injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident","V16.1","Pedal cyclist injured in collision with other nonmotor vehicle, passenger, nontraffic accident",14284,1,1
"V16.2","Pedal cyclist injured in collision with other nonmotor vehicle : unspecified pedal cyclist injured in nontraffic accident","V16.2","Pedal cyclist injured in collision with other nonmotor vehicle, unspecified pedal cyclist, nontraffic accident",14285,1,1
"V16.3","Pedal cyclist injured in collision with other nonmotor vehicle : person injured while boarding or alighting","V16.3","Pedal cyclist injured in collision with other nonmotor vehicle, while boarding or alighting",14286,1,1
"V16.4","Pedal cyclist injured in collision with other nonmotor vehicle : driver injured in traffic accident","V16.4","Pedal cyclist injured in collision with other nonmotor vehicle, driver, traffic accident",14287,1,1
"V16.5","Pedal cyclist injured in collision with other nonmotor vehicle : passenger injured in traffic accident","V16.5","Pedal cyclist injured in collision with other nonmotor vehicle, passenger, traffic accident",14288,1,1
"V16.9","Pedal cyclist injured in collision with other nonmotor vehicle : unspecified pedal cyclist injured in traffic accident","V16.9","Pedal cyclist injured in collision with other nonmotor vehicle, unspecified pedal cyclist, traffic accident",14289,1,1
"V17.0","Pedal cyclist injured in collision with fixed or stationary object : driver injured in nontraffic accident","V17.0","Pedal cyclist injured in collision with fixed or stationary object, driver, nontraffic accident",14290,1,1
"V17.1","Pedal cyclist injured in collision with fixed or stationary object : passenger injured in nontraffic accident","V17.1","Pedal cyclist injured in collision with fixed or stationary object, passenger, nontraffic accident",14291,1,1
"V17.2","Pedal cyclist injured in collision with fixed or stationary object : unspecified pedal cyclist injured in nontraffic accident","V17.2","Pedal cyclist injured in collision with fixed or stationary object, unspecified pedal cyclist, nontraffic accident",14292,1,1
"V17.3","Pedal cyclist injured in collision with fixed or stationary object : person injured while boarding or alighting","V17.3","Pedal cyclist injured in collision with fixed or stationary object, while boarding or alighting",14293,1,1
"V17.4","Pedal cyclist injured in collision with fixed or stationary object : driver injured in traffic accident","V17.4","Pedal cyclist injured in collision with fixed or stationary object, driver, traffic accident",14294,1,1
"V17.5","Pedal cyclist injured in collision with fixed or stationary object : passenger injured in traffic accident","V17.5","Pedal cyclist injured in collision with fixed or stationary object, passenger, traffic accident",14295,1,1
"V17.9","Pedal cyclist injured in collision with fixed or stationary object : unspecified pedal cyclist injured in traffic accident","V17.9","Pedal cyclist injured in collision with fixed or stationary object, unspecified pedal cyclist, traffic accident",14296,1,1
"V18.0","Pedal cyclist injured in noncollision transport accident : driver injured in nontraffic accident","V18.0","Pedal cyclist injured in noncollision transport accident, driver, nontraffic accident",14297,1,1
"V18.1","Pedal cyclist injured in noncollision transport accident : passenger injured in nontraffic accident","V18.1","Pedal cyclist injured in noncollision transport accident, passenger, nontraffic accident",14298,1,1
"V18.2","Pedal cyclist injured in noncollision transport accident : unspecified pedal cyclist injured in nontraffic accident","V18.2","Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist, nontraffic accident",14299,1,1
"V18.3","Pedal cyclist injured in noncollision transport accident : person injured while boarding or alighting","V18.3","Pedal cyclist injured in noncollision transport accident, while boarding or alighting",14300,1,1
"V18.4","Pedal cyclist injured in noncollision transport accident : driver injured in traffic accident","V18.4","Pedal cyclist injured in noncollision transport accident, driver, traffic accident",14301,1,1
"V18.5","Pedal cyclist injured in noncollision transport accident : passenger injured in traffic accident","V18.5","Pedal cyclist injured in noncollision transport accident, passenger, traffic accident",14302,1,1
"V18.9","Pedal cyclist injured in noncollision transport accident : unspecified pedal cyclist injured in traffic accident","V18.9","Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist, traffic accident",14303,1,1
"V19.0","Driver injured in collision with other and unspecified motor vehicles in nontraffic accident","V19.0","Pedal cyclist injured in collision with other and unspecified motor vehicles in nontraffic accident",14304,1,1
"V19.1","Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident","V19.1","Pedal cyclist passenger injured in collision with other and unspecified motor vehicles in nontraffic accident",14305,1,1
"V19.2","Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in nontraffic accident","V19.2","Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in nontraffic accident",14306,1,1
"V19.3","Pedal cyclist [any] injured in unspecified nontraffic accident","V19.3","Pedal cyclist [any] injured in unspecified nontraffic accident",14307,1,1
"V19.4","Driver injured in collision with other and unspecified motor vehicles in traffic accident","V19.4","Pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident",14308,1,1
"V19.5","Passenger injured in collision with other and unspecified motor vehicles in traffic accident","V19.5","Pedal cyclist passenger injured in collision with other and unspecified motor vehicles in traffic accident",14309,1,1
"V19.6","Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident","V19.6","Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident",14310,1,1
"V19.8","Pedal cyclist [any] injured in other specified transport accidents","V19.8","Pedal cyclist [any] injured in other specified transport accidents",14311,1,1
"V19.9","Pedal cyclist [any] injured in unspecified traffic accident","V19.9","Pedal cyclist [any] injured in unspecified traffic accident",14312,1,1
"V20.0","Motorcycle rider injured in collision with pedestrian or animal : driver injured in nontraffic accident","V20.09","Driver of unspecified motorcycle injured in nontraffic accident, collision with pedestrian or animal",14313,1,5
"V20.0","Motorcycle rider injured in collision with pedestrian or animal : driver injured in nontraffic accident","V20.08","Driver of other specified motorcycle injured in nontraffic accident, collision with pedestrian or animal",14314,2,5
"V20.0","Motorcycle rider injured in collision with pedestrian or animal : driver injured in nontraffic accident","V20.00","Driver of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with pedestrian or animal",14315,3,5
"V20.0","Motorcycle rider injured in collision with pedestrian or animal : driver injured in nontraffic accident","V20.01","Driver of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with pedestrian or animal",14316,4,5
"V20.0","Motorcycle rider injured in collision with pedestrian or animal : driver injured in nontraffic accident","V20.02","Driver of motorcycle designed primarily for off-road use injured in nontraffic accident, collision with pedestrian or animal",14317,5,5
"V20.1","Motorcycle rider injured in collision with pedestrian or animal : passenger injured in nontraffic accident","V20.19","Passenger of unspecified motorcycle injured in nontraffic accident, collision with pedestrian or animal",14318,1,5
"V20.1","Motorcycle rider injured in collision with pedestrian or animal : passenger injured in nontraffic accident","V20.18","Passenger of other specified motorcycle injured in nontraffic accident, collision with pedestrian or animal",14319,2,5
"V20.1","Motorcycle rider injured in collision with pedestrian or animal : passenger injured in nontraffic accident","V20.10","Passenger of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with pedestrian or animal",14320,3,5
