"","icd10am_code","icd10am_name","epcc_code","epcc_name","chapter_groups","block","block_desc","chapter_range","chapter_desc","epcc_code_source","in_drt"
"13855","V25.30","Motorcycle rider injured in collision with railway train or railway vehicle, while boarding or alighting, motor-scooter, moped or motorised bicycle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13856","V25.31","Motorcycle rider injured in collision with railway train or railway vehicle, while boarding or alighting, motorcycle designed primarily for on-road use",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13857","V25.32","Motorcycle rider injured in collision with railway train or railway vehicle, while boarding or alighting, motorcycle designed primarily for off-road use",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13858","V25.38","Motorcycle rider injured in collision with railway train or railway vehicle, while boarding or alighting, other specified motorcycle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13859","V25.39","Motorcycle rider injured in collision with railway train or railway vehicle, while boarding or alighting, unspecified motorcycle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13860","V25.40","Driver of motor-scooter, moped or motorised bicycle injured in traffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13861","V25.41","Driver of motorcycle designed primarily for on-road use injured in traffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13862","V25.42","Driver of motorcycle designed primarily for off-road use injured in traffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13863","V25.48","Driver of other specified motorcycle injured in traffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13864","V25.49","Driver of unspecified motorcycle injured in traffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13865","V25.50","Passenger of motor-scooter, moped or motorised bicycle injured in traffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13866","V25.51","Passenger of motorcycle designed primarily for on-road use injured in traffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13867","V25.52","Passenger of motorcycle designed primarily for off-road use, injured in traffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13868","V25.58","Passenger of other specified motorcycle injured in traffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13869","V25.59","Passenger of unspecified motorcycle injured in traffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13870","V25.90","Unspecified rider of motor-scooter, moped or motorised bicycle injured in traffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13871","V25.91","Unspecified rider of motorcycle designed primarily for on-road use injured in traffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13872","V25.92","Unspecified rider of motorcycle designed primarily for off-road use injured in traffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13873","V25.98","Unspecified rider of other specified motorcycle injured in traffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13874","V25.99","Unspecified rider of unspecified motorcycle injured in traffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13875","V26.00","Driver of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13876","V26.01","Driver of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13877","V26.02","Driver of motorcycle designed primarily for off-road use injured in nontraffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13878","V26.08","Driver of other specified motorcycle injured in nontraffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13879","V26.09","Driver of unspecified motorcycle injured in nontraffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13880","V26.10","Passenger of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13881","V26.11","Passenger of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13882","V26.12","Passenger of motorcycle designed primarily for off-road use injured in nontraffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13883","V26.18","Passenger of other specified motorcycle injured in nontraffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13884","V26.19","Passenger of unspecified motorcycle injured in nontraffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13885","V26.20","Unspecified rider of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13886","V26.21","Unspecified rider of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13887","V26.22","Unspecified rider of motorcycle designed primarily for off-road use, injured in nontraffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13888","V26.28","Unspecified rider of other specified motorcycle, injured in nontraffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13889","V26.29","Unspecified rider of unspecified motorcycle, injured in nontraffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13890","V26.30","Motorcycle rider injured in collision with other nonmotor vehicle, while boarding or alighting, motor-scooter, moped or motorised bicycle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13891","V26.31","Motorcycle rider injured in collision with other nonmotor vehicle, while boarding or alighting, motorcycle designed primarily for on-road use",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13892","V26.32","Motorcycle rider injured in collision with other nonmotor vehicle, while boarding or alighting, motorcycle designed primarily for off-road use",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13893","V26.38","Motorcycle rider injured in collision with other nonmotor vehicle, while boarding or alighting, other specified motorcycle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13894","V26.39","Motorcycle rider injured in collision with other nonmotor vehicle, while boarding or alighting, unspecified motorcycle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13895","V26.40","Driver of motor-scooter, moped or motorised bicycle, injured in traffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13896","V26.41","Driver of motorcycle designed primarily for on-road use injured in traffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13897","V26.42","Driver of motorcycle designed primarily for off-road use injured in traffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13898","V26.48","Driver of other specified motorcycle, injured in traffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13899","V26.49","Driver of unspecified motorcycle, injured in traffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13900","V26.50","Passenger of motor-scooter, moped or motorised bicycle injured in traffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13901","V26.51","Passenger of motorcycle designed primarily for on-road use injured in traffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13902","V26.52","Passenger of motorcycle designed primarily for off-road use injured in traffic accident, collision with other nonmotor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
