"icd10am_code","icd10am_name","epcc_code","epcc_name","epcc_code_source","chapter_groups","epcc_code_multiple","epcc_code_all","epcc_code_first","epcc_code_ks1","epcc_code_ks2","block","block_desc","chapter_range","chapter_desc"
"V80.60","Rider or occupant injured in collision with railway train or railway vehicle, rider of horse",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.61","Rider or occupant injured in collision with railway train or railway vehicle, rider of other animal",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.69","Rider or occupant injured in collision with railway train or railway vehicle, occupant of animal-drawn vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.70","Rider or occupant injured in collision with other nonmotor vehicle, rider of horse",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.71","Rider or occupant injured in collision with other nonmotor vehicle, rider of other animal",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.79","Rider or occupant injured in collision with other nonmotor vehicle, occupant of animal-drawn vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.80","Rider or occupant injured in collision with fixed or stationary object, rider of horse",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.81","Rider or occupant injured in collision with fixed or stationary object, rider of other animal",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.89","Rider or occupant injured in collision with fixed or stationary object, occupant of animal-drawn vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.90","Rider or occupant injured in other and unspecified transport accidents, rider of horse",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.91","Rider or occupant injured in other and unspecified transport accidents, rider of other animal",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.99","Rider or occupant injured in other and unspecified transport accidents, occupant of animal-drawn vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V81.0","Occupant of railway train or railway vehicle injured in collision with motor vehicle in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V81.1","Occupant of railway train or railway vehicle injured in collision with motor vehicle in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V81.2","Occupant of railway train or railway vehicle injured in collision with or hit by rolling stock",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V81.3","Occupant of railway train or railway vehicle injured in collision with other object",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V81.4","Person injured while boarding or alighting from railway train or railway vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V81.5","Occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V81.6","Occupant of railway train or railway vehicle injured by fall from railway train or railway vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V81.7","Occupant of railway train or railway vehicle injured in derailment without antecedent collision",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V81.8","Occupant of railway train or railway vehicle injured in other specified railway accidents",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V81.9","Occupant of railway train or railway vehicle injured in unspecified railway accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V82.0","Occupant of streetcar injured in collision with motor vehicle in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V82.1","Occupant of streetcar injured in collision with motor vehicle in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V82.2","Occupant of streetcar injured in collision with or hit by rolling stock",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V82.3","Occupant of streetcar injured in collision with other object",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V82.4","Person injured while boarding or alighting from streetcar",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V82.5","Occupant of streetcar injured by fall in streetcar",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V82.6","Occupant of streetcar injured by fall from streetcar",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V82.7","Occupant of streetcar injured in derailment without antecedent collision",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V82.8","Occupant of streetcar injured in other specified transport accidents",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V82.9","Occupant of streetcar injured in unspecified traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V83.0","Driver of special industrial vehicle injured in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V83.1","Passenger of special industrial vehicle injured in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V83.2","Person on outside of special industrial vehicle injured in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V83.3","Unspecified occupant of special industrial vehicle injured in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V83.4","Person injured while boarding or alighting from special industrial vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V83.5","Driver of special industrial vehicle injured in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V83.6","Passenger of special industrial vehicle injured in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V83.7","Person on outside of special industrial vehicle injured in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V83.9","Unspecified occupant of special industrial vehicle injured in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V84.0","Driver of special agricultural vehicle injured in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V84.1","Passenger of special agricultural vehicle injured in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V84.2","Person on outside of special agricultural vehicle injured in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V84.3","Unspecified occupant of special agricultural vehicle injured in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V84.4","Person injured while boarding or alighting from special agricultural vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V84.5","Driver of special agricultural vehicle injured in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V84.6","Passenger of special agricultural vehicle injured in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V84.7","Person on outside of special agricultural vehicle injured in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V84.9","Unspecified occupant of special agricultural vehicle injured in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V85.0","Driver of special construction vehicle injured in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V85.1","Passenger of special construction vehicle injured in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V85.2","Person on outside of special construction vehicle injured in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V85.3","Unspecified occupant of special construction vehicle injured in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V85.4","Person injured while boarding or alighting from special construction vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V85.5","Driver of special construction vehicle injured in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V85.6","Passenger of special construction vehicle injured in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V85.7","Person on outside of special construction vehicle injured in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V85.9","Unspecified occupant of special construction vehicle injured in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V86.00","Driver of all-terrain or other off-road motor vehicle injured in traffic accident, two-wheeled special all-terrain or other off-road motor vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V86.01","Driver of all-terrain or other off-road motor vehicle injured in traffic accident, three-wheeled special all-terrain or other off-road motor vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V86.02","Driver of all-terrain or other off-road motor vehicle injured in traffic accident, four-wheeled special all-terrain or other off-road motor vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V86.09","Driver of all-terrain or other off-road motor vehicle injured in traffic accident, special all-terrain or other off-road motor vehicle, unspecified number of wheels",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V86.10","Passenger of all-terrain or other off-road motor vehicle injured in traffic accident, two-wheeled special all-terrain or other off-road motor vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V86.11","Passenger of all-terrain or other off-road motor vehicle injured in traffic accident, three-wheeled special all-terrain or other off-road motor vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V86.12","Passenger of all-terrain or other off-road motor vehicle injured in traffic accident, four-wheeled special all-terrain or other off-road motor vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
