"","epcc_name","epcc_code","icd_9","icd_9_additional","icd_10","icd_10_additional","sts_name","section_name","section_seq","icd10_seq","icd10_seq_max"
"1183","Intraprocedural recurrent laryngeal nerve injury (palsy),","15.80.93","352.3","998.2","G52.2","T81.2","Recurrent laryngeal nerve injury/paralyzed vocal cord","Pulmonary and thoracic complications","22",1,1
"1184","Postprocedural Horner’s syndrome,","15.80.94","337.9","998.2","G90.2","T81.2","Other postoperative complication","Pulmonary and thoracic complications","23",1,1
"1185","Postprocedural renal failure,","15.82.00","997.5",NA,"N99.0",NA,"Other postoperative complication","Renal, gastrointestinal and neurological complications","2",1,3
"1186","Renal failure requiring temporary dialysis,","15.82.06","997.5",NA,"N99.0",NA,"Acute renal failure requiring temporary dialysis","Renal, gastrointestinal and neurological complications","3",2,3
"1187","Renal failure requiring permanent dialysis,","15.82.07","997.5",NA,"N99.0",NA,"Acute renal failure requiring permanent dialysis","Renal, gastrointestinal and neurological complications","4",3,3
"1188","Postprocedural gastrointestinal bleeding,","15.82.21","578.9","997.4","K92.2","Y83.8","Other postoperative complication","Renal, gastrointestinal and neurological complications","5",1,1
"1189","Postprocedural inability to sustain gastric feeding,","15.82.23","997.4",NA,"K91.8",NA,"Other postoperative complication","Renal, gastrointestinal and neurological complications","6",1,2
"1190","Postprocedural feeding difficulties,","15.82.38","997.4",NA,"K91.8",NA,"Other postoperative complication","Renal, gastrointestinal and neurological complications","7",2,2
"1191","Postprocedural intestinal obstruction,","15.82.28","997.4",NA,"K91.3",NA,"Other postoperative complication","Renal, gastrointestinal and neurological complications","8",1,1
"1192","Postprocedural necrotising enterocolitis,","15.82.30","997.4","K55.0","Y83.8",NA,"Other postoperative complication","Renal, gastrointestinal and neurological complications","9",1,1
"1193","Postprocedural peritonitis,","15.82.29","567.9","997.4","K65.0","Y83.8","Other postoperative complication","Renal, gastrointestinal and neurological complications","10",1,1
"1194","Pseudomembranous colitis,","15.82.32","8.4",NA,"A04.7",NA,"Other postoperative complication","Renal, gastrointestinal and neurological complications","11",1,1
"1195","Postprocedural protein losing enteropathy,","15.82.33","579.8","E878.8","K90.4","Y83.8","Other postoperative complication","Renal, gastrointestinal and neurological complications","12",1,1
"1196","Postprocedural hepatic impairment,","15.82.43","997.4",NA,"K72.0","Y83.8","Other postoperative complication","Renal, gastrointestinal and neurological complications","13",1,1
"1197","Postprocedural acute pancreatitis,","15.82.47","577.0","997.4","K85","Y83.8","Other postoperative complication","Renal, gastrointestinal and neurological complications","14",1,1
"1198","Neurological complication after cardiac procedure,","15.82.50","997.0",NA,"G97.9",NA,"Other postoperative complication","Renal, gastrointestinal and neurological complications","15",1,1
"1199","Postprocedural new onset seizures,","15.82.67","345.9","997.0","G40.9","Y83.8","Postoperative new onset seizures","Renal, gastrointestinal and neurological complications","16",1,1
"1200","Postprocedural generalised seizures,","15.82.51","345.1","997.0","G40.3","Y83.8","Postoperative new onset seizures","Renal, gastrointestinal and neurological complications","17",1,1
"1201","Postprocedural temporary neurological impairment,","15.82.53","997.0",NA,"G97.8",NA,"Postoperative neurological deficit - transient","Renal, gastrointestinal and neurological complications","18",1,5
"1202","Postprocedural permanent neurological impairment,","15.82.57","997.0",NA,"G97.8",NA,"Postoperative neurological deficit persisting at discharge","Renal, gastrointestinal and neurological complications","19",2,5
"1203","Postprocedural neurological impairment persisting at discharge,","15.82.68","997.0",NA,"G97.8",NA,"Postoperative neurological deficit persisting at discharge","Renal, gastrointestinal and neurological complications","20",3,5
"1204","Postprocedural brain death,","15.82.64","997.0",NA,"G97.8",NA,"Other postoperative complication","Renal, gastrointestinal and neurological complications","21",4,5
"1205","Postprocedural cerebral abscess,","15.82.66","324.0","997.0","G06.0","Y83.8","Other postoperative complication","Renal, gastrointestinal and neurological complications","22",1,2
"1206","Postprocedural cerebral abnormality on imaging,","15.82.81","997.0","793","G97.8","R90.8","Other postoperative complication","Renal, gastrointestinal and neurological complications","23",5,5
"1207","Brain abscess,","14.03.40","324.0",NA,"G06.0",NA,NA,"Renal, gastrointestinal and neurological complications","24",2,2
"1208","Median sternotomy complication,","15.03.00","998.9",NA,"T81.9",NA,"Other postoperative complication","Wound and pericardial complications","2",1,4
"1209","Infection of median sternotomy wound,","15.03.03","998.5",NA,"T81.4",NA,"Other postoperative complication","Wound and pericardial complications","3",2,5
"1210","Keloid-hypertrophic scar of median sternotomy wound,","15.03.15","701.4",NA,"L91.0",NA,"Other postoperative complication","Wound and pericardial complications","4",1,1
"1211","Dehiscence of median sternotomy wound,","15.03.08","998.3",NA,"T81.3",NA,"Sternal dehiscence","Wound and pericardial complications","5",1,2
"1212","Lateral thoracotomy complication,","15.03.30","998.9",NA,"T81.9",NA,"Other postoperative complication","Wound and pericardial complications","6",2,4
"1213","Infection of lateral thoracotomy wound,","15.03.32","998.5",NA,"T81.4",NA,"Other postoperative complication","Wound and pericardial complications","7",3,5
"1214","Wound related complication,","15.67.38","998.9",NA,"T81.9",NA,"Other postoperative complication","Wound and pericardial complications","8",3,4
"1215","Wound dehiscence,","15.03.51","998.3",NA,"T81.3",NA,"Wound dehiscence","Wound and pericardial complications","9",2,2
"1216","Wound infection,","15.03.50","998.9",NA,"T81.4",NA,"Wound infection","Wound and pericardial complications","10",4,5
"1217","Wound infection requiring surgical intervention,","15.67.41","998.9",NA,"T81.4",NA,"Wound infection","Wound and pericardial complications","11",5,5
"1218","Mediastinitis,","15.03.52","519.2",NA,"J98.5",NA,"Mediastinitis","Wound and pericardial complications","12",2,2
"1219","Postpericardiotomy syndrome,","10.08.11","429.4",NA,"I97.0",NA,"Pericardial effusion","Wound and pericardial complications","13",1,1
"1220","Pericardial effusion requiring drainage,","15.83.00","423.9",NA,"I31.3",NA,"Pericardial effusion requiring drainage","Wound and pericardial complications","14",4,4
"1221","Cardiac tamponade,","10.08.13","423.9",NA,"I31.9",NA,"Pericardial effusion requiring drainage","Wound and pericardial complications","15",3,3
"1222","Cardiac catheterisation complication,","15.50.00","998.9","E879.0","T81.9","Y84.0","Other postoperative complication","Catheterisation and support device complications","2",4,4
"1223","Intramyocardial injection of contrast medium,","15.50.01","E870.6",NA,"Y60.5",NA,"Other postoperative complication","Catheterisation and support device complications","3",1,1
"1224","Lost pulse after cardiac catheterisation,","15.50.11","997.2","E879.0","T81.7","Y84.0","Other postoperative complication","Catheterisation and support device complications","4",1,1
"1225","Postprocedural femoral arterial complication,","15.24.20","997.2",NA,"I97.8",NA,"Peripheral vascular, Other","Catheterisation and support device complications","5",13,13
"1226","Perforation of cardiac chamber-vessel during cardiac catheterisation,","15.50.03","998.2","E870.6","T81.2","Y60.5","Other postoperative complication","Catheterisation and support device complications","6",1,1
"1227","Equipment problem during cardiac catheterisation,","15.50.30","996.1","E874.5","T82.5",NA,"Other postoperative complication","Catheterisation and support device complications","7",4,5
"1228","Embolisation of catheter introduced device,","15.50.37","996.7","E871.6","T82.8",NA,"Other postoperative complication","Catheterisation and support device complications","8",7,9
"1229","Complication involving device implantation,","15.50.60","996.1","E874.5","T82.5",NA,"Other postoperative complication","Catheterisation and support device complications","9",5,5
"1230","Complication involving stent,","15.50.70","996.7","E874.5","T82.8",NA,"Other postoperative complication","Catheterisation and support device complications","10",8,9
"1231","Failed attempt to implant coil-device during transcatheter intervention,","15.50.40","E874.5",NA,"T82.8",NA,"Other postoperative complication","Catheterisation and support device complications","11",9,9
"1232","Intraaortic balloon pump (IABP) complication,","15.57.21","996.1",NA,"T82.9",NA,"Other postoperative complication","Catheterisation and support device complications","12",6,8
"1233","Extracorporeal Membrane Oxygenation (ECMO) circuit complication,","15.57.02","996.1",NA,"T82.9",NA,"Other postoperative complication","Catheterisation and support device complications","13",7,8
"1234","Ventricular assist device complication,","15.57.03","996.1",NA,"T82.9",NA,"Other postoperative complication","Catheterisation and support device complications","14",8,8
"1235","Fetal abnormality,","14.10.01","655.9",NA,"O35.9",NA,NA,"Fetal Specific Short List Codes","2",1,1
"1236","Increased nuchal thickness,","14.10.12","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","3",1,22
"1237","Intrauterine growth restriction (retardation),","14.10.34","764.9",NA,"P05.9",NA,NA,"Fetal Specific Short List Codes","4",1,1
"1238","Fetal fluid retention,","14.12.20","778.5",NA,"P83.3",NA,NA,"Fetal Specific Short List Codes","5",1,1
"1239","Fetal hydrops,","14.10.02","778.0",NA,"P83.2",NA,NA,"Fetal Specific Short List Codes","6",1,1
"1240","Fetal heart failure,","14.10.98","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","7",2,22
"1241","Fetal heart failure due to extracardiac disease,","14.10.99","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","8",3,22
"1242","Twin-to-twin transfusion syndrome,","14.10.11","762.3",NA,"P02.3",NA,NA,"Fetal Specific Short List Codes","9",1,1
"1243","Fetal arrhythmia,","14.10.06","768.2",NA,"O35.8",NA,NA,"Fetal Specific Short List Codes","10",1,1
"1244","Fetal cardiomegaly,","14.10.95","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","11",4,22
"1245","Abnormal fetal Cardiovascular Profile Score (Huhta),","14.13.52","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","12",5,22
"1246","Fetal infection,","14.05.41","771.8",NA,"P39.9",NA,NA,"Fetal Specific Short List Codes","13",1,1
"1247","Fetal cardiac abnormality not detected,","14.10.00",NA,NA,NA,NA,NA,"Fetal Specific Short List Codes","14",514,531
"1248","Fetal echocardiographic examination,","13.01.01",NA,NA,NA,NA,NA,"Fetal Specific Short List Codes","15",515,531
"1249","Satisfactory fetal cardiac images,","13.01.89",NA,NA,NA,NA,NA,"Fetal Specific Short List Codes","16",516,531
"1250","Inadequate fetal cardiac images,","13.01.90",NA,NA,NA,NA,NA,"Fetal Specific Short List Codes","17",517,531
"1251","Transabdominal fetal echocardiographic examination,","13.01.25",NA,NA,NA,NA,NA,"Fetal Specific Short List Codes","18",518,531
"1252","Transvaginal fetal echocardiographic examination,","13.01.26",NA,NA,NA,NA,NA,"Fetal Specific Short List Codes","19",519,531
"1253","Fetal echocardiographic abnormality,","14.10.25","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","20",6,22
"1254","Fetal structural heart abnormality,","14.10.60","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","21",7,22
"1255","Fetal echogenic focus ('golf ball'),","14.10.08","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","22",8,22
"1256","Fetal venous Doppler flow(s) abnormal for gestational age,","14.10.26","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","23",9,22
"1257","Fetal unexplained right heart dominance,","14.10.07","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","24",10,22
"1258","Fetal unexplained left heart dominance,","14.10.45","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","25",11,22
"1259","Fetal abnormal 4 chamber view,","14.10.52","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","26",12,22
"1260","Fetal abnormal great arterial view,","14.10.53","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","27",13,22
"1261","Fetal arterial Doppler flow(s) abnormal for gestational age,","14.11.40","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","28",14,22
"1262","Fetal aortic arch flow abnormal for gestational age,","14.11.41","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","29",15,22
"1263","Fetal reversal of aortic arch blood flow for gestational age,","14.11.42","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","30",16,22
"1264","Fetal ductal arch flow abnormal for gestational age,","14.11.43","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","31",17,22
"1265","Fetal reversal of ductal arch blood flow for gestational age,","14.11.44","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","32",18,22
"1266","Fetal failure of right ventricular growth,","14.10.90","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","33",19,22
"1267","Fetal progression of right ventricular outflow tract obstruction,","14.10.27","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","34",20,22
"1268","Fetal failure of left ventricular growth,","14.10.91","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","35",21,22
"1269","Fetal progression of left ventricular outflow tract obstruction,","14.10.28","655.9",NA,"O28.3",NA,NA,"Fetal Specific Short List Codes","36",22,22
