code_id,code_id_clean,aust_code,ascii_desc,ascii_short_desc,effective_from,inactive,reactivated
"M9442/2",M94422,1,"Gliosarcoma, in situ","Gliosarcoma, insit",1/7/2013,,
"M9442/3",M94423,0,Gliosarcoma,Gliosarcoma,1/7/1998,,
"M9442/6",M94426,1,"Gliosarcoma, metastatic","Gliosarcoma, met",1/7/2002,,
"M9442/9",M94429,1,"Gliosarcoma, uncertain whether primary or metastatic","Gliosarcoma, up/m",1/7/2002,,
"M9443/3",M94433,0,Primitive polar spongioblastoma (C71.-),Primitive polar spongioblastoma,1/7/1998,1/7/2002,
"M9444/1",M94441,0,Chordoid glioma,Chordoid glioma,1/7/2002,,
"M9444/2",M94442,1,"Chordoid glioma, in situ","Chordoid glioma, insit",1/7/2013,,
"M9444/3",M94443,1,"Chordoid glioma, malignant","Chordoid glioma, malg",1/7/2002,,
"M9444/6",M94446,1,"Chordoid glioma, metastatic","Chordoid glioma, met",1/7/2002,,
"M9444/9",M94449,1,"Chordoid glioma, uncertain whether primary or metastatic","Chordoid glioma, up/m",1/7/2002,,
"M9445/3",M94453,0,"Glioblastoma, IDH-mutant",Glioblastoma IDH-mutant,1/7/2022,,
"M9445/6",M94456,1,"Glioblastoma, IDH-mutant, metastatic",Glioblastoma IDH-mutant metastatic,1/7/2022,,
"M9445/9",M94459,1,"Glioblastoma, IDH-mutant, uncertain whether primary or metastatic","Glioblastoma IDH-mutant up/m",1/7/2022,,
"M9450/1",M94501,1,"Oligodendroglioma NOS, uncertain whether benign or malignant","Oligodendroglioma NOS, ub/m",1/7/2002,,
"M9450/2",M94502,1,"Oligodendroglioma, NOS, in situ","Oligodendroglioma NOS, insit",1/7/2013,,
"M9450/3",M94503,0,Oligodendroglioma NOS,Oligodendroglioma NOS,1/7/1998,,
"M9450/6",M94506,1,"Oligodendroglioma NOS, metastatic","Oligodendroglioma NOS, met",1/7/2002,,
"M9450/9",M94509,1,"Oligodendroglioma NOS, uncertain whether primary or metastatic","Oligodendroglioma NOS, up/m",1/7/2002,,
"M9451/2",M94512,1,"Oligodendroglioma, anaplastic, in situ","Oligodendroglioma, anaplastic, insit",1/7/2013,,
"M9451/3",M94513,0,"Oligodendroglioma, anaplastic","Oligodendroglioma, anaplastic",1/7/1998,,
"M9451/6",M94516,1,"Oligodendroglioma, anaplastic, metastatic","Oligodendroglioma, anaplastic, met",1/7/2002,,
"M9451/9",M94519,1,"Oligodendroglioma, anaplastic, uncertain whether primary or metastatic","Oligodendroglioma, anaplastic, up/m",1/7/2002,,
"M9460/2",M94602,1,"Oligodendroblastoma, in situ","Oligodendroblastoma, insit",1/7/2013,,
"M9460/3",M94603,0,Oligodendroblastoma,Oligodendroblastoma,1/7/1998,,
"M9460/6",M94606,1,"Oligodendroblastoma, metastatic","Oligodendroblastoma, met",1/7/2002,,
"M9460/9",M94609,1,"Oligodendroblastoma, uncertain whether primary or metastatic","Oligodendroblastoma, up/m",1/7/2002,,
"M9470/2",M94702,1,"Medulloblastoma NOS, in situ","Medulloblastoma NOS, insit",1/7/2013,,
"M9470/3",M94703,0,Medulloblastoma NOS,Medulloblastoma NOS,1/7/1998,,
"M9470/6",M94706,1,"Medulloblastoma NOS, metastatic","Medulloblastoma NOS, met",1/7/2002,,
"M9470/9",M94709,1,"Medulloblastoma NOS, uncertain whether primary or metastatic","Medulloblastoma NOS, up/m",1/7/2002,,
"M9471/2",M94712,1,"Desmoplastic nodular medulloblastoma, in situ","Desmoplastic nodulr meduloblstm, insit",1/7/2013,,
"M9471/3",M94713,0,Desmoplastic nodular medulloblastoma,Desmoplastic nodulr meduloblstm,1/7/1998,,
"M9471/6",M94716,1,"Desmoplastic nodular medulloblastoma, metastatic","Desmoplastic nodulr meduloblstm, met",1/7/2002,,
"M9471/9",M94719,1,"Desmoplastic nodular medulloblastoma, uncertain whether primary or metastatic","Desmoplastic nodulr meduloblstm, up/m",1/7/2002,,
"M9472/2",M94722,1,"Medullomyoblastoma, in situ","Medullomyoblastoma, insit",1/7/2013,,
"M9472/3",M94723,0,Medullomyoblastoma,Medullomyoblastoma,1/7/1998,,
"M9472/6",M94726,1,"Medullomyoblastoma, metastatic","Medullomyoblastoma, met",1/7/2002,,
"M9472/9",M94729,1,"Medullomyoblastoma, uncertain whether primary or metastatic","Medullomyoblastoma, up/m",1/7/2002,,
"M9473/2",M94732,1,"CNS embryonal tumour NOS, in situ",CNS embryonal tumour NOS in situ,1/7/2013,,
"M9473/3",M94733,0,CNS embryonal tumour NOS,CNS embryonal tumour NOS,1/7/1998,,
"M9473/6",M94736,1,"CNS embryonal tumour NOS, metastatic",CNS embryonal tumour NOS metastatic,1/7/2002,,
"M9473/9",M94739,1,"CNS embryonal tumour NOS, uncertain whether primary or metastatic","CNS embryonal tumour NOS up/m",1/7/2002,,
"M9474/2",M94742,1,"Large cell medulloblastoma, in situ","Large cell medulloblastoma, insit",1/7/2013,,
"M9474/3",M94743,0,Large cell medulloblastoma,Large cell medulloblastoma,1/7/2002,,
"M9474/6",M94746,1,"Large cell medulloblastoma, metastatic","Large cell medulloblastoma, met",1/7/2002,,
"M9474/9",M94749,1,"Large cell medulloblastoma, uncertain whether primary or metastatic","Large cell medulloblastoma, up/m",1/7/2002,,
"M9475/3",M94753,0,"Medulloblastoma, WNT-activated, NOS",Medulloblastoma WNT-activated NOS,1/7/2022,,
"M9475/6",M94756,1,"Medulloblastoma, WNT-activated, metastatic",Medulloblastoma WNT-activated metastatic,1/7/2022,,
"M9475/9",M94759,1,"Medulloblastoma, WNT-activated, uncertain whether primary or metastatic","Medulloblastoma WNT-activated up/m",1/7/2022,,
"M9476/3",M94763,0,"Medulloblastoma, SHH-activated and TP53-mutant",Meduloblstm SHH actvd & TP53-mutant,1/7/2022,,
"M9476/6",M94766,1,"Medulloblastoma, SHH-activated and TP53-mutant, metastatic",Meduloblstm SHH actvd & TP53-mutant met,1/7/2022,,
"M9476/9",M94769,1,"Medulloblastoma, SHH-activated and TP53-mutant, uncertain whether primary or metastatic","Meduloblstm SHH actvd & TP53-mutant up/m",1/7/2022,,
"M9477/3",M94773,0,"Medulloblastoma, non-WNT/non-SHH","Medulloblastoma non-WNT/non-SHH",1/7/2022,,
"M9477/6",M94776,1,"Medulloblastoma, non-WNT/non-SHH, metastatic","Medulloblastoma non-WNT/non-SHH met",1/7/2022,,
"M9477/9",M94779,1,"Medulloblastoma, non-WNT/non-SHH, uncertain whether primary or metastatic","Medulloblastoma non-WNT/non-SHH up/m",1/7/2022,,
"M9478/3",M94783,0,Embryonal tumour with multilayered rosettes with C19MC alteration,Embl tum w mtlyd rosettes w C19MC alt,1/7/2022,,
"M9478/6",M94786,1,"Embryonal tumour with multilayered rosettes with C19MC alteration, metastatic",Embl tum mtlyd rosettes w C19MC alt met,1/7/2022,,
"M9478/9",M94789,1,"Embryonal tumour with multilayered rosettes with C19MC alteration, uncertain whether primary or metastatic","Embl tum mtlyd rosettes w C19MC alt up/m",1/7/2022,,
"M9480/2",M94802,1,"Cerebellar sarcoma NOS, in situ","Cerebellar sarcoma NOS, insit",1/7/2013,,
"M9480/3",M94803,0,Cerebellar sarcoma NOS,Cerebellar sarcoma NOS,1/7/1998,,
"M9480/6",M94806,1,"Cerebellar sarcoma NOS, metastatic","Cerebellar sarcoma NOS, met",1/7/2002,,
"M9480/9",M94809,1,"Cerebellar sarcoma NOS, uncertain whether primary or metastatic","Cerebellar sarcoma NOS, up/m",1/7/2002,,
"M9481/3",M94813,0,Monstrocellular sarcoma (C71.-),Monstrocellular sarcoma,1/7/1998,1/7/2002,
"M9490/0",M94900,0,Ganglioneuroma,Ganglioneuroma,1/7/1998,,
"M9490/1",M94901,1,"Ganglioneuroma, uncertain whether benign or malignant","Ganglioneuroma, ub/m",1/7/2002,,
"M9490/2",M94902,1,"Ganglioneuroblastoma, in situ","Ganglioneuroblastoma, insit",1/7/2013,,
"M9490/3",M94903,0,Ganglioneuroblastoma,Ganglioneuroblastoma,1/7/1998,,
"M9490/6",M94906,1,"Ganglioneuroblastoma, metastatic","Ganglioneuroblastoma, met",1/7/2002,,
"M9490/9",M94909,1,"Ganglioneuroblastoma, uncertain whether primary or metastatic","Ganglioneuroblastoma, up/m",1/7/2002,,
"M9491/0",M94910,0,Ganglioneuromatosis,Ganglioneuromatosis,1/7/1998,,
"M9491/1",M94911,1,"Ganglioneuromatosis, uncertain whether benign or malignant","Ganglioneuromatosis, ub/m",1/7/2002,,
"M9492/0",M94920,0,Gangliocytoma,Gangliocytoma,1/7/2002,,
"M9492/1",M94921,1,"Gangliocytoma, uncertain whether benign or malignant","Gangliocytoma ub/m",1/7/2002,,
"M9493/0",M94930,0,Dysplastic gangliocytoma of cerebellum [Lhermitte-Duclos],Dysplastic gangliocytoma of cerebellum,1/7/2002,,
"M9493/1",M94931,1,"Dysplastic gangliocytoma of cerebellum [Lhermitte-Duclos], uncertain whether benign or malignant","Dysplastic gangliocytoma of cerbelm ub/m",1/7/2002,,
"M9500/0",M95000,1,"Neuroblastoma NOS, benign","Neuroblastoma NOS, benign",1/7/2013,,
"M9500/1",M95001,1,"Neuroblastoma NOS, uncertain whether benign or malignant","Neuroblastoma NOS, ub/m",1/7/2002,,
"M9500/2",M95002,1,"Neuroblastoma NOS, in situ","Neuroblastoma NOS, insit",1/7/2013,,
"M9500/3",M95003,0,Neuroblastoma NOS,Neuroblastoma NOS,1/7/1998,,
"M9500/6",M95006,1,"Neuroblastoma NOS, metastatic","Neuroblastoma NOS, met",1/7/2002,,
"M9500/9",M95009,1,"Neuroblastoma NOS, uncertain whether primary or metastatic","Neuroblastoma NOS, up/m",1/7/2002,,
"M9501/0",M95010,0,"Medulloepithelioma, benign","Medulloepithelioma, benign",1/7/2002,,
"M9501/2",M95012,1,"Medulloepithelioma NOS, in situ","Medulloepithelioma NOS, insit",1/7/2013,,
"M9501/3",M95013,0,Medulloepithelioma NOS,Medulloepithelioma NOS,1/7/1998,,
"M9501/6",M95016,1,"Medulloepithelioma NOS, metastatic","Medulloepithelioma NOS, met",1/7/2002,,
"M9501/9",M95019,1,"Medulloepithelioma NOS, uncertain whether primary or metastatic","Medulloepithelioma NOS, up/m",1/7/2002,,
"M9502/0",M95020,0,"Teratoid medulloepithelioma, benign","Teratoid medulloepithelioma, benign",1/7/2002,,
"M9502/2",M95022,1,"Teratoid medulloepithelioma, in situ","Teratoid medulloepithelioma, insit",1/7/2013,,
"M9502/3",M95023,0,Teratoid medulloepithelioma,Teratoid medulloepithelioma,1/7/1998,,
"M9502/6",M95026,1,"Teratoid medulloepithelioma, metastatic","Teratoid medulloepithelioma, met",1/7/2002,,
"M9502/9",M95029,1,"Teratoid medulloepithelioma, uncertain whether primary or metastatic","Teratoid medulloepithelioma, up/m",1/7/2002,,
"M9503/0",M95030,1,Neuroepithelioma,Neuroepithelioma,1/7/2002,,
"M9503/1",M95031,1,"Neuroepithelioma, uncertain whether benign or malignant","Neuroepithelioma, ub/m",1/7/2002,,
"M9503/2",M95032,1,"Neuroepithelioma NOS, in situ","Neuroepithelioma NOS, insit",1/7/2013,,
"M9503/3",M95033,0,Neuroepithelioma NOS,Neuroepithelioma NOS,1/7/1998,,
"M9503/6",M95036,1,"Neuroepithelioma NOS, metastatic","Neuroepithelioma NOS, met",1/7/2002,,
"M9503/9",M95039,1,"Neuroepithelioma NOS, uncertain whether primary or metastatic","Neuroepithelioma NOS, up/m",1/7/2002,,
"M9504/2",M95042,1,"Spongioneuroblastoma, in situ","Spongioneuroblastoma, insit",1/7/2013,,
"M9504/3",M95043,0,Spongioneuroblastoma,Spongioneuroblastoma,1/7/1998,,
"M9504/6",M95046,1,"Spongioneuroblastoma, metastatic","Spongioneuroblastoma, met",1/7/2002,,
"M9504/9",M95049,1,"Spongioneuroblastoma, uncertain whether primary or metastatic","Spongioneuroblastoma, up/m",1/7/2002,,
"M9505/1",M95051,0,Ganglioglioma NOS,Ganglioglioma NOS,1/7/1998,,
"M9505/2",M95052,1,"Ganglioglioma, anaplastic, in situ","Ganglioglioma, anaplastic, insit",1/7/2013,,
"M9505/3",M95053,0,"Ganglioglioma, anaplastic","Ganglioglioma, anaplastic",1/7/2002,,
"M9505/6",M95056,1,"Ganglioglioma, anaplastic, metastatic","Ganglioglioma, anaplastic, met",1/7/2002,,
"M9505/9",M95059,1,"Ganglioglioma, anaplastic, uncertain whether primary or metastatic","Ganglioglioma, anaplastic, up/m",1/7/2002,,
"M9506/0",M95060,0,Neurocytoma,Neurocytoma,1/7/1998,1/7/2002,
"M9506/1",M95061,0,Central neurocytoma,Central neurocytoma,1/7/2002,,
"M9507/0",M95070,0,Pacinian tumour,Pacinian tum,1/7/1998,,
"M9507/2",M95072,1,"Pacinian tumour, in situ","Pacinian tum, insit",1/7/2013,,
"M9507/3",M95073,1,"Pacinian tumour, malignant","Pacinian tum, malg",1/7/2002,,
"M9507/6",M95076,1,"Pacinian tumour, malignant, metastatic","Pacinian tum, malg, met",1/7/2002,,
"M9507/9",M95079,1,"Pacinian tumour, uncertain whether primary or metastatic","Pacinian tum, up/m",1/7/2002,,
"M9508/2",M95082,1,"Atypical teratoid/rhabdoid tumour, in situ","Atypical teratoid/rhabdoid tum, insit",1/7/2013,,
"M9508/3",M95083,0,"Atypical teratoid/rhabdoid tumour","Atypical teratoid/rhabdoid tum",1/7/2002,,
"M9508/6",M95086,1,"Atypical teratoid/rhabdoid tumour, metastatic","Atypical teratoid/rhabdoid tum, met",1/7/2002,,
"M9508/9",M95089,1,"Atypical teratoid/rhabdoid tumour, uncertain whether primary or metastatic","Atypical teratoid/rhabdoid tum, up/m",1/7/2002,,
"M9509/1",M95091,0,Papillary glioneuronal tumour,Papilry glioneuronal tum,1/7/2013,,
"M9510/0",M95100,0,Retinocytoma,Retinocytoma,1/7/2002,,
"M9510/2",M95102,1,"Retinoblastoma NOS, in situ","Retinoblastoma NOS, insit",1/7/2013,,
"M9510/3",M95103,0,Retinoblastoma NOS,Retinoblastoma NOS,1/7/1998,,
"M9510/6",M95106,1,"Retinoblastoma NOS, metastatic","Retinoblastoma NOS, met",1/7/2002,,
"M9510/9",M95109,1,"Retinoblastoma NOS, uncertain whether primary or metastatic","Retinoblastoma NOS, up/m",1/7/2002,,
"M9511/2",M95112,1,"Retinoblastoma, differentiated, in situ","Retinoblastoma, diff, insit",1/7/2013,,
"M9511/3",M95113,0,"Retinoblastoma, differentiated","Retinoblastoma, diff",1/7/1998,,
"M9511/6",M95116,1,"Retinoblastoma, differentiated, metastatic","Retinoblastoma, diff, met",1/7/2002,,
"M9511/9",M95119,1,"Retinoblastoma, differentiated, uncertain whether primary or metastatic","Retinoblastoma, diff, up/m",1/7/2002,,
"M9512/2",M95122,1,"Retinoblastoma, undifferentiated, in situ","Retinoblastoma, undiff, insit",1/7/2013,,
"M9512/3",M95123,0,"Retinoblastoma, undifferentiated","Retinoblastoma, undiff",1/7/1998,,
"M9512/6",M95126,1,"Retinoblastoma, undifferentiated, metastatic","Retinoblastoma, undiff, met",1/7/2002,,
"M9512/9",M95129,1,"Retinoblastoma, undifferentiated, uncertain whether primary or metastatic","Retinoblastoma, undiff, up/m",1/7/2002,,
"M9513/2",M95132,1,"Retinoblastoma, diffuse, in situ","Retinoblastoma, diffuse, insit",1/7/2013,,
"M9513/3",M95133,0,"Retinoblastoma, diffuse","Retinoblastoma, diffuse",1/7/2002,,
"M9513/6",M95136,1,"Retinoblastoma, diffuse, metastatic","Retinoblastoma, diffuse, met",1/7/2002,,
"M9513/9",M95139,1,"Retinoblastoma, diffuse, uncertain whether primary or metastatic","Retinoblastoma, diffuse, up/m",1/7/2002,,
"M9514/1",M95141,0,"Retinoblastoma, spontaneously regressed","Retinoblastoma, spontaneously regressed",1/7/2002,,
"M9520/1",M95201,1,"Olfactory neurogenic tumour, uncertain whether benign or malignant","Olfactory neurogenic tum, ub/m",1/7/2002,,
"M9520/2",M95202,1,"Olfactory neurogenic tumour, in situ","Olfactory neurogenic tum, insit",1/7/2013,,
"M9520/3",M95203,0,Olfactory neurogenic tumour,Olfactory neurogenic tum,1/7/1998,,
"M9520/6",M95206,1,"Olfactory neurogenic tumour, metastatic","Olfactory neurogenic tum, met",1/7/2002,,
"M9520/9",M95209,1,"Olfactory neurogenic tumour, uncertain whether primary or metastatic","Olfactory neurogenic tum, up/m",1/7/2002,,
"M9521/1",M95211,1,"Olfactory neurocytoma, uncertain whether benign or malignant","Olfactory neurocytoma, ub/m",1/7/2002,,
"M9521/2",M95212,1,"Olfactory neurocytoma, in situ","Olfactory neurocytoma, insit",1/7/2013,,
"M9521/3",M95213,0,Olfactory neurocytoma,Olfactory neurocytoma,1/7/1998,,
"M9521/6",M95216,1,"Olfactory neurocytoma, metastatic","Olfactory neurocytoma, met",1/7/2002,,
"M9521/9",M95219,1,"Olfactory neurocytoma, uncertain whether primary or metastatic","Olfactory neurocytoma, up/m",1/7/2002,,
"M9522/2",M95222,1,"Olfactory neuroblastoma, in situ","Olfactory neuroblastoma, insit",1/7/2013,,
"M9522/3",M95223,0,Olfactory neuroblastoma,Olfactory neuroblastoma,1/7/1998,,
"M9522/6",M95226,1,"Olfactory neuroblastoma, metastatic","Olfactory neuroblastoma, met",1/7/2002,,
"M9522/9",M95229,1,"Olfactory neuroblastoma, uncertain whether primary or metastatic","Olfactory neuroblastoma, up/m",1/7/2002,,
"M9523/0",M95230,1,"Olfactory neuroepithelioma, benign","Olfactory neuroepithelioma, benign",1/7/2002,,
"M9523/1",M95231,1,"Olfactory neuroepithelioma, uncertain whether benign or malignant","Olfactory neuroepithelioma, ub/m",1/7/2002,,
"M9523/2",M95232,1,"Olfactory neuroepithelioma, in situ","Olfactory neuroepithelioma, insit",1/7/2013,,
"M9523/3",M95233,0,Olfactory neuroepithelioma,Olfactory neuroepithelioma,1/7/1998,,
"M9523/6",M95236,1,"Olfactory neuroepithelioma, metastatic","Olfactory neuroepithelioma, met",1/7/2002,,
"M9523/9",M95239,1,"Olfactory neuroepithelioma, uncertain whether primary or metastatic","Olfactory neuroepithelioma, up/m",1/7/2002,,
"M9530/0",M95300,0,Meningioma NOS,Meningioma NOS,1/7/1998,,
"M9530/1",M95301,0,Meningiomatosis NOS,Meningiomatosis NOS,1/7/1998,1/7/2022,
"M9530/2",M95302,1,"Meningioma, in situ","Meningioma, insit",1/7/2013,,
"M9530/3",M95303,0,"Meningioma, malignant","Meningioma, malg",1/7/1998,,
"M9530/6",M95306,1,"Meningioma, malignant, metastatic","Meningioma, malg, met",1/7/2002,,
"M9530/9",M95309,1,"Meningioma, malignant, uncertain whether primary or metastatic","Meningioma, malg, up/m",1/7/2002,,
"M9531/0",M95310,0,Meningothelial meningioma,Meningothelial meningioma,1/7/1998,,
"M9531/1",M95311,1,"Meningothelial meningioma, uncertain whether benign or malignant","Meningothelial meningioma, ub/m",1/7/2002,,
"M9531/2",M95312,1,"Meningothelial meningioma, in situ","Meningothelial meningioma, insit",1/7/2013,,
"M9531/3",M95313,1,"Meningothelial meningioma, malignant","Meningothelial meningioma, malg",1/7/2002,,
"M9531/6",M95316,1,"Meningothelial meningioma, malignant, metastatic","Meningothelial meningioma, malg, met",1/7/2002,,
"M9531/9",M95319,1,"Meningothelial meningioma, uncertain whether primary or metastatic","Meningothelial meningioma, up/m",1/7/2002,,
"M9532/0",M95320,0,Fibrous meningioma,Fibrous meningioma,1/7/1998,,
"M9532/1",M95321,1,"Fibrous meningioma, uncertain whether benign or malignant","Fibrous meningioma, ub/m",1/7/2002,,
"M9533/0",M95330,0,Psammomatous meningioma,Psammomatous meningioma,1/7/1998,,
"M9533/1",M95331,1,"Psammomatous meningioma, uncertain whether benign or malignant","Psammomatous meningioma, ub/m",1/7/2002,,
"M9533/2",M95332,1,"Psammomatous meningioma, in situ","Psammomatous meningioma, insit",1/7/2013,,
"M9533/3",M95333,1,"Psammomatous meningioma, malignant","Psammomatous meningioma, malg",1/7/2002,,
"M9533/6",M95336,1,"Psammomatous meningioma, malignant, metastatic","Psammomatous meningioma, malg, met",1/7/2002,,
"M9533/9",M95339,1,"Psammomatous meningioma, uncertain whether primary or metastatic","Psammomatous meningioma, up/m",1/7/2002,,
"M9534/0",M95340,0,Angiomatous meningioma,Angiomatous meningioma,1/7/1998,,
"M9534/1",M95341,1,"Angiomatous meningioma, uncertain whether benign or malignant","Angiomatous meningioma, ub/m",1/7/2002,,
"M9534/2",M95342,1,"Angiomatous meningioma, in situ","Angiomatous meningioma, insit",1/7/2013,,
"M9534/3",M95343,1,"Angiomatous meningioma, malignant","Angiomatous meningioma, malg",1/7/2002,,
"M9534/6",M95346,1,"Angiomatous meningioma, malignant, metastatic","Angiomatous meningioma, malg, met",1/7/2002,,
"M9534/9",M95349,1,"Angiomatous meningioma, uncertain whether primary or metastatic","Angiomatous meningioma, up/m",1/7/2002,,
"M9535/0",M95350,0,Haemangioblastic meningioma,Haemangioblastic meningioma,1/7/1998,,
"M9535/1",M95351,1,"Haemangioblastic meningioma, uncertain whether benign or malignant","Haemangioblastic meningioma, ub/m",1/7/2002,,
"M9536/0",M95360,0,Haemangiopericytic meningioma (D32.-),Haemangiopericytic meningioma,1/7/1998,1/7/2002,
"M9537/0",M95370,0,Transitional meningioma,Transitional meningioma,1/7/1998,,
"M9537/1",M95371,1,"Transitional meningioma, uncertain whether benign or malignant","Transitional meningioma, ub/m",1/7/2002,,
"M9538/0",M95380,1,"Clear cell meningioma, benign","Clear cell meningioma, benign",1/7/2002,,
"M9538/1",M95381,0,Clear cell meningioma,Clear cell meningioma,1/7/1998,,
"M9538/2",M95382,1,"Papillary meningioma, in situ","Papilry meningioma, insit",1/7/2013,,
"M9538/3",M95383,0,Papillary meningioma,Papilry meningioma,1/7/2002,,
"M9538/6",M95386,1,"Papillary meningioma, metastatic","Papilry meningioma, met",1/7/2002,,
"M9538/9",M95389,1,"Papillary meningioma, uncertain whether primary or metastatic","Papilry meningioma, up/m",1/7/2002,,
"M9539/0",M95390,1,"Atypical meningioma, benign","Atypical meningioma, benign",1/7/2013,,
"M9539/1",M95391,0,Atypical meningioma,Atypical meningioma,1/7/2002,,
"M9539/2",M95392,1,"Meningeal sarcomatosis, in situ","Meningeal sarcomatosis, insit",1/7/2013,,
"M9539/3",M95393,0,Meningeal sarcomatosis,Meningeal sarcomatosis,1/7/1998,,
