," Fetal procedure related complication,",to 1,15.50.94,,,,,15.50.80," Fetal intervention complication,",,,,,,,,,
," Preterm delivery immediately following fetal intervention,",to 1,15.50.81,,,,,15.50.81," Preterm delivery immediately following fetal intervention,",,,,,,,,,
," Preterm delivery following within 2 weeks of fetal intervention,",to 1,15.50.82,,,,,15.50.81," Preterm delivery immediately following fetal intervention,",,,,,,,,,
," Failed fetal procedure,",to 1,15.50.83,,,,,15.50.83," Failed fetal procedure,",,,,,,,,,
," Failed fetal transcatheter valve dilation,",to 2880,15.50.84,,,,,15.50.83," Failed fetal procedure,",,,,,,,,,
," Failed fetal transcatheter atrial septostomy,",to 2880,15.50.85,,,,,15.50.83," Failed fetal procedure,",,,,,,,,,
," Fetal death following fetal cardiac procedure,",to 1,15.50.86,,,,,15.50.86," Fetal death following fetal cardiac procedure,",,,,,,,,,
," Post fetal procedure arrhythmia,",to 800,15.50.87,,,,,15.50.80," Fetal intervention complication,",,,,,,,,,
," Post fetal procedure pericardial effusion,",to 800,15.50.88,,,,,15.50.80," Fetal intervention complication,",,,,,,,,,
," Post fetal procedure pleural effusion,",to 800,15.50.89,,,,,15.50.80," Fetal intervention complication,",,,,,,,,,
," Post fetal procedure requirement for fetal resuscitation,",to 800,15.50.90,,,,,15.50.80," Fetal intervention complication,",,,,,,,,,
,,,,,,,,,,,,,,,,,,
, ____________________ End of branch ____________________,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,,,,
2700,Complications following thoracic noncardiac procedures ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
, Complications following respiratory tract stent implantation,to 2710,not relevant,,,,,,,,,,,,,,,
," Postprocedural mediastinal bleeding,",to 1915,16.49.01,998.1,,T81.0,,15.02.00,"Postprocedural haemorrhage,",,,,,,,,,
,,,,,,,,,,,,,,,,,,
2710,Complications following respiratory tract stent implantation,,,,,,, ,,,,,,,,,,
,,,,,,,, ,,,,,,,,,,
," Complication following respiratory tract stent implantation,",to 1,16.50.20,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
,"  Bronchial stent related complication,",to 1,16.50.00,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Bronchial stent erosion,",to 1,16.50.01,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Bronchial stent erosion into vascular structure,",to 1,16.50.02,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Bronchial stent erosion into aorta,",to 1,16.50.03,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Bronchial stent erosion into innominate artery,",to 1,16.50.04,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Bronchial stent erosion into pulmonary artery,",to 1,16.50.05,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Bronchial stent migration,",to 1,16.50.06,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Bronchial stent in-growth,",to 1,16.50.07,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Tracheal stent related complication,",to 4069,16.50.10,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Tracheal stent related complication: stent erosion,",to 4069,16.50.11,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Tracheal stent related complication: stent erosion into oesophagus,",to 4069,16.50.12,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Tracheal stent related complication: stent erosion into vascular structure,",to 4069,16.50.13,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Tracheal stent related complication: stent erosion into aorta,",to 4069,16.50.14,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Tracheal stent related complication: stent erosion into innominate artery,",to 4069,16.50.15,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Tracheal stent related complication: stent erosion into pulmonary artery,",to 4069,16.50.16,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Tracheal stent related complication: stent in-growth,",to 4069,16.50.17,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
," Tracheal stent related complication: stent migration,",to 4069,16.50.18,519.8,,J95.8,,16.50.20," Complication following respiratory tract stent implantation,",,,,,,,,,
,,,,,,,, ,,,,,,,,,,
, ____________________ End of branch ____________________, ,,,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,,,,
2790,Vascular access and line complications,,,, ,,,,,,,,,,,,,
, , ,,,,,,,,,,,,,,,,
," Vascular line (access) related complication,",to 2812,15.88.00,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
, Arterial line complications,to 2791,not relevant,,,,,,,,,,,,,,,
, Venous line (access) complications,to 2792,not relevant,,,,,,,,,,,,,,,
," Line complication,",to 2797,15.88.01,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Periprocedural vascular dissection,",to 977,15.88.21,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Postprocedural vascular aneurysm formation,",to 976,15.88.22,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Insertion of vascular line failure,",to 2812,15.88.02,E876.4,,Y65.4,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Insertion of vascular line failure: after 1 hour of attempting,",to 2812,15.88.03,E876.4,,Y65.4,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Insertion of vascular line failure: complete failure,",to 2812,15.88.04,E876.4,,Y65.4,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Vascular line displacement,",to 2797,15.88.05,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Vascular line displacement: central venous,",to 2797,15.88.07,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Vascular line displacement: peripheral,",to 2797,15.88.08,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Vascular line falling out,",to 2797,15.88.09,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Vascular line falling out: central venous,",to 2797,15.88.11,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Vascular line falling out: peripheral,",to 2797,15.88.12,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Bleeding on removal of vascular access line,",to 3200,15.88.23,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Arteriovenous fistula formation at site of vascular access,",to 3200,15.88.24,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Interosseous access complication,",to 2910,15.88.25,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Failure to achieve interosseous access,",to 2910,15.88.20,E876.4,,Y65.4,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
, , ,,,,,,,,,,,,,,,,
2791,Arterial line complications,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Arterial line complication,",to 2797,15.88.13,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Arterial line infection: suspected,",to 2797,15.88.14,996.6,,T80.2,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Arterial line infection: documented,",to 2797,15.88.15,996.6,,T80.2,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Insertion of arterial line failure,",to 2812,15.88.19,E876.4,,Y65.4,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Transthoracic aortic line complication,",to 2910,15.88.16,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Transthoracic pulmonary artery or right ventricular line complication,",to 2910,15.88.17,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Transvascular pulmonary artery to right ventricular line complication (Swann-Ganz),",to 2910,15.88.18,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Vascular line displacement: arterial,",to 2797,15.88.06,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Vascular line falling out: arterial,",to 2797,15.88.10,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
,,,,,,,,,,,,,,,,,,
2792,Venous line (access) complications,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Central venous line (access) complication,",to 2797,15.88.30,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Central venous line infection: suspected,",to 2797,15.88.31,996.6,,T80.2,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Central venous line infection: documented,",to 2797,15.88.32,996.6,,T80.2,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Peripherally inserted central venous line complication,",to 2910,15.88.33,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Transhepatic line complication,",to 2910,15.88.34,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Transthoracic right atrial line complication, ",to 2910,15.88.35,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Transthoracic left atrial line complication, ",to 2910,15.88.36,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Insertion of central venous line (access) failure,",to 2797,15.88.37,E876.4,,Y65.4,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Arterial puncture during attempted central venous access,",to 1,15.88.38,E870.3,,Y60.6,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Arterial catheter placement during attempted central venous access,",to 1,15.88.39,E870.3,,Y60.6,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Carotid arterial puncture during attempted internal jugular vein access,",to 1,15.88.40,E870.3,,Y60.6,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Arterial catheter placement during attempted internal jugular vein access,",to 1,15.88.41,E870.3,,Y60.6,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Femoral arterial puncture during attempted femoral vein access,",to 1,15.88.42,E870.3,,Y60.6,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Arterial catheter placement during attempted femoral vein access,",to 1,15.88.43,E870.3,,Y60.6,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Subclavian arterial puncture during attempted subclavian vein access,",to 1,15.88.44,E870.3,,Y60.6,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Arterial catheter placement during attempted subclavian vein access,",to 1,15.88.45,E870.3,,Y60.6,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Peripheral venous line complication,",to 2910,15.88.46,E876.9,,Y65.8,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Peripheral venous line suspected infection,",to 2797,15.88.47,996.6,,T80.2,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Peripheral venous line documented infection,",to 2797,15.88.48,996.6,,T80.2,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
," Failure to insert peripheral venous line,",to 2910,15.88.49,E876.4,,Y65.4,,15.88.00," Vascular line (access) related complication,",,,,,,,,,
,,,,,,,,,,,,,,,,,,
2797 @,Vascular line outcome complication qualifiers, ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," - requiring line repositioning,",to 2812,Q1.89.01,,,,not relevant,,,,,,,,,,,
," - not requiring line repositioning,",to 2812,Q1.89.02,,,,not relevant,,,,,,,,,,,
," - requiring line replacement,",to 2812,Q1.89.03,,,,not relevant,,,,,,,,,,,
," - not requiring line replacement,",to 2812,Q1.89.04,,,,not relevant,,,,,,,,,,,
, Specific vascular site involved in complication,to 3200,not relevant,,,,,,,,,,,,,,,
,no entry,to 2812,not relevant,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
, ____________________ End of branch ____________________,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
2800 @,Procedural complication qualifiers, ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
, Scale for complication severity grading - qualifiers,to 2802,not relevant,,,,,,,,,,,,,,,
, Attributability of complications - qualifiers,to 2805,not relevant,,,,,,,,,,,,,,,
, General procedural complication qualifiers,to 2810,not relevant,,,,,,,,,,,,,,,
, Qualifiers referring to the causes and preventability of  procedural complications,to 2811,not relevant,,,,,,,,,,,,,,,
, Qualifiers referring to the timing of  procedural complications,to 2812,not relevant,,,,,,,,,,,,,,,
, Qualifiers related to outcomes following complications,to 2813,not relevant,,,,,,,,,,,,,,,
, Postprocedural complication procedural details - qualifiers ,to 2850,not relevant,,,,,,,,,,,,,,,
, Postprocedural retained foreign body qualifiers,to 2870,not relevant,,,,,,,,,,,,,,,
, Postinterventional catheterisation complications - qualifiers,to 2880,not relevant,,,,,,,,,,,,,,,
, Postsurgical surgical site complication qualifiers ,to 2900,not relevant,,,,,,,,,,,,,,,
," Severity & type of obstruction, stenosis or regurgitation of valve, outflow tract, artery, vein or conduit - qualifiers ",to 960,not relevant,,,,,,,,,,,,,,,
, Functional characteristics of septal defects - qualifiers,to 967,not relevant,,,,,,,,,,,,,,,
, Non-specific generic qualifiers,to 952,not relevant,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
2802 @, Scale for complication severity grading - qualifiers,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," - Complication severity level 1: no adverse effect,",to 1,Q1.09.80,,,,,not relevant,,,,,,,,,,
," - Complication severity level 2: minor,",to 1,Q1.09.81,,,,,not relevant,,,,,,,,,,
," - Complication severity level 3: moderate,",to 1,Q1.09.82,,,,,not relevant,,,,,,,,,,
," - Complication severity level 4: major,",to 1,Q1.09.83,,,,,not relevant,,,,,,,,,,
," - Complication severity level 5: catastrophic,",to 1,Q1.09.84,,,,,not relevant,,,,,,,,,,
," - Complication severity level: not determined,",to 1,Q1.09.85,,,,,not relevant,,,,,,,,,,
,no entry,to 1,not relevant,,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,,,,
2805 @, Attributability of complications - qualifiers,, , , ,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,,,,
," - surgery related complication, ",to 2811,Q1.98.01,,,,,not relevant,,,,,,,,,,
," - catheterisation related complication,",to 2811,Q1.98.02,,,,,not relevant,,,,,,,,,,
," - complication not related to cardiovascular catheterisation procedure, ",to 2811,Q1.98.21,,,,,not relevant,,,,,,,,,,
