"section","section_name","go_to","ipccc_name","ipccc_code","epcc_code","epcc_name","icd_10","icd_10_additional","icd_9","icd_9_additional"
"1865 @","Postprocedural pressure sore aetiology qualifiers","to 3320","- due to patient immobility or being bedridden,","Q1.66.30","not relevant",,,,,
"1865 @","Postprocedural pressure sore aetiology qualifiers","to 3320","- due to unrelieved pressure from medical device,","Q1.66.31","not relevant",,,,,
"1865 @","Postprocedural pressure sore aetiology qualifiers","to 3320","- due to unrelieved pressure from medical device: BiPAP apparatus,","Q1.66.32","not relevant",,,,,
"1865 @","Postprocedural pressure sore aetiology qualifiers","to 3320","- due to unrelieved pressure from medical device: endotracheal tube,","Q1.66.33","not relevant",,,,,
"1865 @","Postprocedural pressure sore aetiology qualifiers","to 3320","- due to unrelieved pressure from medical device: nasal endotracheal tube,","Q1.66.34","not relevant",,,,,
"1865 @","Postprocedural pressure sore aetiology qualifiers","to 3320","- due to unrelieved pressure from medical device: oral endotracheal tube,","Q1.66.35","not relevant",,,,,
"1865 @","Postprocedural pressure sore aetiology qualifiers","to 3320","- due to unrelieved pressure from medical device: nasogastric tube,","Q1.66.36","not relevant",,,,,
"1865 @","Postprocedural pressure sore aetiology qualifiers","to 3320","- due to unrelieved pressure from medical device: orogastric tube,","Q1.66.37","not relevant",,,,,
"1865 @","Postprocedural pressure sore aetiology qualifiers","to 3320","no entry","not relevant",,,,,,
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 2910","Postprocedural vascular complication,","15.67.50","15.90.01","Postprocedural complication,","I99",,"997.2",
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 1872","Postprocedural acute limb ischaemia,","15.67.51","15.90.01","Postprocedural complication,","I99",,"997.2",
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 1","Postprocedural compartment syndrome,","15.80.14","15.80.00","General systemic complication after cardiac procedure,","T79.6","Y83.8","958.8","E878.8"
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 3200","Postprocedural thromboembolism,","15.67.52","15.90.01","Postprocedural complication,","I82.9","Y83.8","453.9","E878.8"
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 3200","Postprocedural thrombosis,","15.67.53","15.90.01","Postprocedural complication,","I82.9","Y83.8","453.9","E878.8"
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 3200","Postprocedural arterial thrombosis,","15.67.54","15.90.01","Postprocedural complication,","I74.9","Y83.8","444.9","E878.8"
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 3200","Postprocedural venous thrombosis,","15.67.55","15.90.01","Postprocedural complication,","I82.9","Y83.8","453.9","E878.8"
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 3200","Postprocedural intracardiac thrombus,","15.67.60","15.90.01","Postprocedural complication,","I21.9","Y83.8","410","E878.8"
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 3200","Postprocedural new cardiovascular thrombus formation,","15.67.59","15.90.01","Postprocedural complication,","I82.9","Y83.8","453.9","E878.8"
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 3200","Post procedural embolism,","15.67.58","15.90.01","Postprocedural complication,","I74.9","Y83.8","444.9","E878.8"
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 3200","Postprocedural arterial thrombosis or tear with flow obstruction,","15.67.61","15.90.01","Postprocedural complication,","I74.9","Y83.8","444.9","E878.8"
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 3200","Postprocedural venous thrombosis or tear with flow obstruction,","15.67.62","15.90.01","Postprocedural complication,","I74.9","Y83.8","444.9","E878.8"
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 3200","Postprocedural arterial perforation,","15.67.63","15.90.01","Postprocedural complication,","I74.9","Y83.8","444.9","E878.8"
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 3200","Postprocedural venous perforation,","15.67.64","15.90.01","Postprocedural complication,","I74.9","Y83.8","444.9","E878.8"
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 3200","Postprocedural intimal dissection of systemic artery,","15.67.65","15.90.01","Postprocedural complication,","I74.9","Y83.8","444.9","E878.8"
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 1872","Postprocedural femoral venous thrombosis with swollen leg (phlegmasia alba dolens),","15.67.56","15.90.01","Postprocedural complication,","I80.2","Y83.8","451.1","E878.8"
"1870","Postprocedural vascular complications: limb ischaemia & thromboembolism","to 3200","Postprocedural deep venous & collateral vessel limb thromboses (phlegmasia cerulea dolens),","15.67.57","15.90.01","Postprocedural complication,","I82.9","Y83.8","453.9","E878.8"
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 1873","- associated with vascular dissection,","Q1.66.50","not relevant",,,,,
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 1873","- associated with vascular embolism,","Q1.66.51","not relevant",,,,,
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 1873","- associated with vascular thrombosis,","Q1.66.52","not relevant",,,,,
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 1873","- associated with vasoconstriction,","Q1.66.53","not relevant",,,,,
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 1873","- associated with compartment syndrome,","Q1.66.54","not relevant",,,,,
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 1873","- following systemic-to-pulmonary arterial shunt,","Q1.66.55","not relevant",,,,,
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 1873","- following repair of aortic coarctation,","Q1.66.56","not relevant",,,,,
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 1873","- following repair of aortic coarctation with subclavian flap,","Q1.66.57","not relevant",,,,,
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 1873","- associated with prior surgical intervention to ischaemic limb,","Q1.66.58","not relevant",,,,,
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 1873","- associated with prior transcatheter intervention to ischaemic limb,","Q1.66.59","not relevant",,,,,
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 1873","- not associated with prior surgical intervention to ischaemic limb,","Q1.66.60","not relevant",,,,,
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 1873","- not associated with prior transcatheter intervention to ischaemic limb,","Q1.66.61","not relevant",,,,,
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 1873","- associated with multiple factors,","Q1.66.62","not relevant",,,,,
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 1873","- aetiology unknown,","Q1.90.95","not relevant",,,,,
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 5","- aetiology unspecified,","Q1.90.97","not relevant",,,,,
"1872 @","Postprocedural limb ischaemia aetiology qualifiers","to 1873","no entry","not relevant",,,,,,
"1873 @","Postprocedural limb ischaemia outcome related qualifiers","to 1","- resulting in gangrene,","Q1.66.70","not relevant",,,,,
"1873 @","Postprocedural limb ischaemia outcome related qualifiers","to 1","- not requiring surgical intervention,","Q1.66.71","not relevant",,,,,
"1873 @","Postprocedural limb ischaemia outcome related qualifiers","to 1","- requiring surgical intervention,","Q1.66.72","not relevant",,,,,
"1873 @","Postprocedural limb ischaemia outcome related qualifiers","to 1","- resolved,","Q1.90.55","not relevant",,,,,
"1873 @","Postprocedural limb ischaemia outcome related qualifiers","to 1","- resolved spontaneously,","Q1.90.91","not relevant",,,,,
"1873 @","Postprocedural limb ischaemia outcome related qualifiers","to 1","no entry","not relevant",,,,,,
"1875","Localised & miscellaneous procedure related complications","to 1876","Drug & medication related complications and errors","not relevant",,,,,,
"1875","Localised & miscellaneous procedure related complications","to 2812","Patient movement complication,","15.02.81","15.90.01","Postprocedural complication,","Y65.8",,"E876.9",
"1875","Localised & miscellaneous procedure related complications","to 2812","Patient movement complication: falling out of bed,","15.02.82","15.90.01","Postprocedural complication,","Y65.8",,"E876.9",
"1875","Localised & miscellaneous procedure related complications","to 2870","Postprocedural retained foreign body,","15.80.17","15.90.01","Postprocedural complication,","T81.8",,"998.4",
"1875","Localised & miscellaneous procedure related complications","to 1","Procedural related communication problem,","15.02.83","15.90.01","Postprocedural complication,","Y65.8",,"E876.9",
"1875","Localised & miscellaneous procedure related complications","to 1","Procedural related communication problem: delayed blood products,","15.02.84","15.90.01","Postprocedural complication,","Y65.8",,"E876.9",
"1875","Localised & miscellaneous procedure related complications","to 1","Procedural related communication problem: during hand-over,","15.02.85","15.90.01","Postprocedural complication,","Y65.8",,"E876.9",
"1875","Localised & miscellaneous procedure related complications","to 1","Procedural related communication problem: set-up for wrong case,","15.02.86","15.90.01","Postprocedural complication,","Y65.8",,"E876.9",
"1875","Localised & miscellaneous procedure related complications","to 1","Incomplete preprocedural cardiac diagnosis,","15.02.90","15.90.01","Postprocedural complication,","Y65.8",,"E876.9",
"1875","Localised & miscellaneous procedure related complications","to 1","Incomplete preprocedural cardiac diagnosis with clinical consequences,","15.02.91","15.90.01","Postprocedural complication,","Y65.8",,"E876.9",
"1875","Localised & miscellaneous procedure related complications","to 1","Incomplete preprocedural cardiac diagnosis without clinical consequences,","15.02.92","15.90.01","Postprocedural complication,","Y65.8",,"E876.9",
"1875","Localised & miscellaneous procedure related complications","to 1","Wrong preprocedural cardiac diagnosis,","15.02.93","15.90.01","Postprocedural complication,","Y65.8",,"E876.9",
"1875","Localised & miscellaneous procedure related complications","to 1","Wrong preprocedural cardiac diagnosis with clinical consequences,","15.02.94","15.90.01","Postprocedural complication,","Y65.8",,"E876.9",
"1875","Localised & miscellaneous procedure related complications","to 1","Wrong preprocedural cardiac diagnosis without clinical consequences,","15.02.95","15.90.01","Postprocedural complication,","Y65.8",,"E876.9",
"1875","Localised & miscellaneous procedure related complications","to 1","Correct equipment not available for procedure,","15.02.87","15.90.01","Postprocedural complication,","Y65.8",,"E876.9",
"1875","Localised & miscellaneous procedure related complications","to 1","Unsterile instruments for procedure,","15.02.88","15.90.01","Postprocedural complication,","Y62.9",,"E872.9",
"1875","Localised & miscellaneous procedure related complications","to 1","Wrong instruments for procedure,","15.02.89","15.90.01","Postprocedural complication,","Y65.8",,"E876.9",
"1875","Localised & miscellaneous procedure related complications","to 1","Sterile technique breached during performance of procedure,","15.02.96","15.90.01","Postprocedural complication,","Y62.9",,"E872.0",
"1875","Localised & miscellaneous procedure related complications","to 1","Postprocedural allergic reaction,","15.02.98","15.90.01","Postprocedural complication,","T78.4","Y83.8","995.3","E878.9"
"1875","Localised & miscellaneous procedure related complications","to 1","Procedure related psychiatric episode,","15.02.97","15.90.01","Postprocedural complication,","F99","Y83.8","300.89999999999998","E878.9"
